"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"States"	"States Code"	Count
	"Stomach"	"21020"	"2012"	"2012"	"Colorado"	"08"	294
	"Stomach"	"21020"	"2012"	"2012"	"Connecticut"	"09"	362
	"Stomach"	"21020"	"2012"	"2012"	"Delaware"	"10"	75
	"Stomach"	"21020"	"2012"	"2012"	"District of Columbia"	"11"	54
	"Stomach"	"21020"	"2012"	"2012"	"Florida"	"12"	1636
	"Stomach"	"21020"	"2012"	"2012"	"Georgia"	"13"	609
	"Stomach"	"21020"	"2012"	"2012"	"Hawaii"	"15"	156
	"Stomach"	"21020"	"2012"	"2012"	"Idaho"	"16"	72
	"Stomach"	"21020"	"2012"	"2012"	"Illinois"	"17"	976
	"Stomach"	"21020"	"2012"	"2012"	"Indiana"	"18"	433
	"Stomach"	"21020"	"2012"	"2012"	"Iowa"	"19"	179
	"Stomach"	"21020"	"2012"	"2012"	"Kansas"	"20"	165
	"Stomach"	"21020"	"2012"	"2012"	"Kentucky"	"21"	339
	"Stomach"	"21020"	"2012"	"2012"	"Louisiana"	"22"	340
	"Stomach"	"21020"	"2012"	"2012"	"Maine"	"23"	104
	"Stomach"	"21020"	"2012"	"2012"	"Maryland"	"24"	466
	"Stomach"	"21020"	"2012"	"2012"	"Massachusetts"	"25"	496
	"Stomach"	"21020"	"2012"	"2012"	"Michigan"	"26"	786
	"Stomach"	"21020"	"2012"	"2012"	"Minnesota"	"27"	361
	"Stomach"	"21020"	"2012"	"2012"	"Mississippi"	"28"	249
	"Stomach"	"21020"	"2012"	"2012"	"Missouri"	"29"	362
	"Stomach"	"21020"	"2012"	"2012"	"Montana"	"30"	73
	"Stomach"	"21020"	"2012"	"2012"	"Nebraska"	"31"	85
	"Stomach"	"21020"	"2012"	"2012"	"Nevada"	"32"	156
	"Stomach"	"21020"	"2012"	"2012"	"New Hampshire"	"33"	82
	"Stomach"	"21020"	"2012"	"2012"	"New Jersey"	"34"	820
	"Stomach"	"21020"	"2012"	"2012"	"New Mexico"	"35"	186
	"Stomach"	"21020"	"2012"	"2012"	"New York"	"36"	1954
	"Stomach"	"21020"	"2012"	"2012"	"North Carolina"	"37"	696
	"Stomach"	"21020"	"2012"	"2012"	"North Dakota"	"38"	42
	"Stomach"	"21020"	"2012"	"2012"	"Ohio"	"39"	893
	"Stomach"	"21020"	"2012"	"2012"	"Oklahoma"	"40"	205
	"Stomach"	"21020"	"2012"	"2012"	"Oregon"	"41"	246
	"Stomach"	"21020"	"2012"	"2012"	"Pennsylvania"	"42"	1015
	"Stomach"	"21020"	"2012"	"2012"	"Rhode Island"	"44"	82
	"Stomach"	"21020"	"2012"	"2012"	"South Carolina"	"45"	332
	"Stomach"	"21020"	"2012"	"2012"	"South Dakota"	"46"	50
	"Stomach"	"21020"	"2012"	"2012"	"Tennessee"	"47"	448
	"Stomach"	"21020"	"2012"	"2012"	"Texas"	"48"	1650
	"Stomach"	"21020"	"2012"	"2012"	"Utah"	"49"	92
	"Stomach"	"21020"	"2012"	"2012"	"Vermont"	"50"	33
	"Stomach"	"21020"	"2012"	"2012"	"Virginia"	"51"	494
	"Stomach"	"21020"	"2012"	"2012"	"Washington"	"53"	446
	"Stomach"	"21020"	"2012"	"2012"	"West Virginia"	"54"	183
	"Stomach"	"21020"	"2012"	"2012"	"Wisconsin"	"55"	436
	"Stomach"	"21020"	"2012"	"2012"	"Wyoming"	"56"	26
	"Stomach"	"21020"	"2013"	"2013"	"Alabama"	"01"	365
	"Stomach"	"21020"	"2013"	"2013"	"Alaska"	"02"	47
	"Stomach"	"21020"	"2013"	"2013"	"Arizona"	"04"	412
	"Stomach"	"21020"	"2013"	"2013"	"Arkansas"	"05"	215
	"Stomach"	"21020"	"2013"	"2013"	"California"	"06"	2948
	"Stomach"	"21020"	"2013"	"2013"	"Colorado"	"08"	290
	"Stomach"	"21020"	"2013"	"2013"	"Connecticut"	"09"	380
	"Stomach"	"21020"	"2013"	"2013"	"Delaware"	"10"	80
	"Stomach"	"21020"	"2013"	"2013"	"District of Columbia"	"11"	51
	"Stomach"	"21020"	"2013"	"2013"	"Florida"	"12"	1522
	"Stomach"	"21020"	"2013"	"2013"	"Georgia"	"13"	631
	"Stomach"	"21020"	"2013"	"2013"	"Hawaii"	"15"	168
	"Stomach"	"21020"	"2013"	"2013"	"Idaho"	"16"	77
	"Stomach"	"21020"	"2013"	"2013"	"Illinois"	"17"	1054
	"Stomach"	"21020"	"2013"	"2013"	"Indiana"	"18"	435
	"Stomach"	"21020"	"2013"	"2013"	"Iowa"	"19"	165
	"Stomach"	"21020"	"2013"	"2013"	"Kansas"	"20"	158
	"Stomach"	"21020"	"2013"	"2013"	"Kentucky"	"21"	347
	"Stomach"	"21020"	"2013"	"2013"	"Louisiana"	"22"	368
	"Stomach"	"21020"	"2013"	"2013"	"Maine"	"23"	89
	"Stomach"	"21020"	"2013"	"2013"	"Maryland"	"24"	455
	"Stomach"	"21020"	"2013"	"2013"	"Massachusetts"	"25"	548
	"Stomach"	"21020"	"2013"	"2013"	"Michigan"	"26"	765
	"Stomach"	"21020"	"2013"	"2013"	"Minnesota"	"27"	350
	"Stomach"	"21020"	"2013"	"2013"	"Mississippi"	"28"	219
	"Stomach"	"21020"	"2013"	"2013"	"Missouri"	"29"	387
	"Stomach"	"21020"	"2013"	"2013"	"Montana"	"30"	59
	"Stomach"	"21020"	"2013"	"2013"	"Nebraska"	"31"	102
	"Stomach"	"21020"	"2013"	"2013"	"Nevada"	"32"	167
	"Stomach"	"21020"	"2013"	"2013"	"New Hampshire"	"33"	92
	"Stomach"	"21020"	"2013"	"2013"	"New Jersey"	"34"	807
	"Stomach"	"21020"	"2013"	"2013"	"New Mexico"	"35"	149
	"Stomach"	"21020"	"2013"	"2013"	"New York"	"36"	2096
	"Stomach"	"21020"	"2013"	"2013"	"North Carolina"	"37"	732
	"Stomach"	"21020"	"2013"	"2013"	"North Dakota"	"38"	48
	"Stomach"	"21020"	"2013"	"2013"	"Ohio"	"39"	957
	"Stomach"	"21020"	"2013"	"2013"	"Oklahoma"	"40"	226
	"Stomach"	"21020"	"2013"	"2013"	"Oregon"	"41"	293
	"Stomach"	"21020"	"2013"	"2013"	"Pennsylvania"	"42"	1003
	"Stomach"	"21020"	"2013"	"2013"	"Rhode Island"	"44"	112
	"Stomach"	"21020"	"2013"	"2013"	"South Carolina"	"45"	375
	"Stomach"	"21020"	"2013"	"2013"	"South Dakota"	"46"	51
	"Stomach"	"21020"	"2013"	"2013"	"Tennessee"	"47"	464
	"Stomach"	"21020"	"2013"	"2013"	"Texas"	"48"	1679
	"Stomach"	"21020"	"2013"	"2013"	"Utah"	"49"	117
	"Stomach"	"21020"	"2013"	"2013"	"Vermont"	"50"	47
	"Stomach"	"21020"	"2013"	"2013"	"Virginia"	"51"	568
	"Stomach"	"21020"	"2013"	"2013"	"Washington"	"53"	472
	"Stomach"	"21020"	"2013"	"2013"	"West Virginia"	"54"	153
	"Stomach"	"21020"	"2013"	"2013"	"Wisconsin"	"55"	405
	"Stomach"	"21020"	"2013"	"2013"	"Wyoming"	"56"	30
	"Stomach"	"21020"	"2014"	"2014"	"Alabama"	"01"	408
	"Stomach"	"21020"	"2014"	"2014"	"Alaska"	"02"	57
	"Stomach"	"21020"	"2014"	"2014"	"Arizona"	"04"	416
	"Stomach"	"21020"	"2014"	"2014"	"Arkansas"	"05"	208
	"Stomach"	"21020"	"2014"	"2014"	"California"	"06"	3077
	"Stomach"	"21020"	"2014"	"2014"	"Colorado"	"08"	288
	"Stomach"	"21020"	"2014"	"2014"	"Connecticut"	"09"	326
	"Stomach"	"21020"	"2014"	"2014"	"Delaware"	"10"	63
	"Stomach"	"21020"	"2014"	"2014"	"District of Columbia"	"11"	65
	"Stomach"	"21020"	"2014"	"2014"	"Florida"	"12"	1604
	"Stomach"	"21020"	"2014"	"2014"	"Georgia"	"13"	711
	"Stomach"	"21020"	"2014"	"2014"	"Hawaii"	"15"	155
	"Stomach"	"21020"	"2014"	"2014"	"Idaho"	"16"	107
	"Stomach"	"21020"	"2014"	"2014"	"Illinois"	"17"	1032
	"Stomach"	"21020"	"2014"	"2014"	"Indiana"	"18"	439
	"Stomach"	"21020"	"2014"	"2014"	"Iowa"	"19"	169
	"Stomach"	"21020"	"2014"	"2014"	"Kansas"	"20"	147
	"Stomach"	"21020"	"2014"	"2014"	"Kentucky"	"21"	363
	"Stomach"	"21020"	"2014"	"2014"	"Louisiana"	"22"	403
	"Stomach"	"21020"	"2014"	"2014"	"Maine"	"23"	110
	"Stomach"	"21020"	"2014"	"2014"	"Maryland"	"24"	462
	"Stomach"	"21020"	"2014"	"2014"	"Massachusetts"	"25"	571
	"Stomach"	"21020"	"2014"	"2014"	"Michigan"	"26"	686
	"Stomach"	"21020"	"2014"	"2014"	"Minnesota"	"27"	355
	"Stomach"	"21020"	"2014"	"2014"	"Mississippi"	"28"	250
	"Stomach"	"21020"	"2014"	"2014"	"Missouri"	"29"	409
	"Stomach"	"21020"	"2014"	"2014"	"Montana"	"30"	61
	"Stomach"	"21020"	"2014"	"2014"	"Nebraska"	"31"	103
	"Stomach"	"21020"	"2014"	"2014"	"Nevada"	"32"	183
	"Stomach"	"21020"	"2014"	"2014"	"New Hampshire"	"33"	85
	"Stomach"	"21020"	"2014"	"2014"	"New Jersey"	"34"	863
	"Stomach"	"21020"	"2014"	"2014"	"New Mexico"	"35"	171
	"Stomach"	"21020"	"2014"	"2014"	"New York"	"36"	1975
	"Stomach"	"21020"	"2014"	"2014"	"North Carolina"	"37"	707
	"Stomach"	"21020"	"2014"	"2014"	"North Dakota"	"38"	46
	"Stomach"	"21020"	"2014"	"2014"	"Ohio"	"39"	902
	"Stomach"	"21020"	"2014"	"2014"	"Oklahoma"	"40"	285
	"Stomach"	"21020"	"2014"	"2014"	"Oregon"	"41"	267
	"Stomach"	"21020"	"2014"	"2014"	"Pennsylvania"	"42"	1098
	"Stomach"	"21020"	"2014"	"2014"	"Rhode Island"	"44"	119
	"Stomach"	"21020"	"2014"	"2014"	"South Carolina"	"45"	411
	"Stomach"	"21020"	"2014"	"2014"	"South Dakota"	"46"	47
	"Stomach"	"21020"	"2014"	"2014"	"Tennessee"	"47"	412
	"Stomach"	"21020"	"2014"	"2014"	"Texas"	"48"	1817
	"Stomach"	"21020"	"2014"	"2014"	"Utah"	"49"	110
	"Stomach"	"21020"	"2014"	"2014"	"Vermont"	"50"	37
	"Stomach"	"21020"	"2014"	"2014"	"Virginia"	"51"	598
	"Stomach"	"21020"	"2014"	"2014"	"Washington"	"53"	430
	"Stomach"	"21020"	"2014"	"2014"	"West Virginia"	"54"	144
	"Stomach"	"21020"	"2014"	"2014"	"Wisconsin"	"55"	408
	"Stomach"	"21020"	"2014"	"2014"	"Wyoming"	"56"	36
	"Stomach"	"21020"	"2015"	"2015"	"Alabama"	"01"	382
	"Stomach"	"21020"	"2015"	"2015"	"Alaska"	"02"	59
	"Stomach"	"21020"	"2015"	"2015"	"Arizona"	"04"	424
	"Stomach"	"21020"	"2015"	"2015"	"Arkansas"	"05"	245
	"Stomach"	"21020"	"2015"	"2015"	"California"	"06"	3027
	"Stomach"	"21020"	"2015"	"2015"	"Colorado"	"08"	307
	"Stomach"	"21020"	"2015"	"2015"	"Connecticut"	"09"	345
	"Stomach"	"21020"	"2015"	"2015"	"Delaware"	"10"	87
	"Stomach"	"21020"	"2015"	"2015"	"District of Columbia"	"11"	57
	"Stomach"	"21020"	"2015"	"2015"	"Florida"	"12"	1620
	"Stomach"	"21020"	"2015"	"2015"	"Georgia"	"13"	723
	"Stomach"	"21020"	"2015"	"2015"	"Hawaii"	"15"	149
	"Stomach"	"21020"	"2015"	"2015"	"Idaho"	"16"	116
	"Stomach"	"21020"	"2015"	"2015"	"Illinois"	"17"	1064
	"Stomach"	"21020"	"2015"	"2015"	"Indiana"	"18"	468
	"Stomach"	"21020"	"2015"	"2015"	"Iowa"	"19"	193
	"Stomach"	"21020"	"2015"	"2015"	"Kansas"	"20"	164
	"Stomach"	"21020"	"2015"	"2015"	"Kentucky"	"21"	360
	"Stomach"	"21020"	"2015"	"2015"	"Louisiana"	"22"	374
	"Stomach"	"21020"	"2015"	"2015"	"Maine"	"23"	100
	"Stomach"	"21020"	"2015"	"2015"	"Maryland"	"24"	457
	"Stomach"	"21020"	"2015"	"2015"	"Massachusetts"	"25"	534
	"Stomach"	"21020"	"2015"	"2015"	"Michigan"	"26"	738
	"Stomach"	"21020"	"2015"	"2015"	"Minnesota"	"27"	352
	"Stomach"	"21020"	"2015"	"2015"	"Mississippi"	"28"	217
	"Stomach"	"21020"	"2015"	"2015"	"Missouri"	"29"	375
	"Stomach"	"21020"	"2015"	"2015"	"Montana"	"30"	57
	"Stomach"	"21020"	"2015"	"2015"	"Nebraska"	"31"	118
	"Stomach"	"21020"	"2015"	"2015"	"Nevada"	"32"	154
	"Stomach"	"21020"	"2015"	"2015"	"New Hampshire"	"33"	90
	"Stomach"	"21020"	"2015"	"2015"	"New Jersey"	"34"	871
	"Stomach"	"21020"	"2015"	"2015"	"New Mexico"	"35"	159
	"Stomach"	"21020"	"2015"	"2015"	"New York"	"36"	1997
	"Stomach"	"21020"	"2015"	"2015"	"North Carolina"	"37"	730
	"Stomach"	"21020"	"2015"	"2015"	"North Dakota"	"38"	45
	"Stomach"	"21020"	"2015"	"2015"	"Ohio"	"39"	883
	"Stomach"	"21020"	"2015"	"2015"	"Oklahoma"	"40"	233
	"Stomach"	"21020"	"2015"	"2015"	"Oregon"	"41"	277
	"Stomach"	"21020"	"2015"	"2015"	"Pennsylvania"	"42"	1009
	"Stomach"	"21020"	"2015"	"2015"	"Rhode Island"	"44"	99
	"Stomach"	"21020"	"2015"	"2015"	"South Carolina"	"45"	425
	"Stomach"	"21020"	"2015"	"2015"	"South Dakota"	"46"	56
	"Stomach"	"21020"	"2015"	"2015"	"Tennessee"	"47"	461
	"Stomach"	"21020"	"2015"	"2015"	"Texas"	"48"	1782
	"Stomach"	"21020"	"2015"	"2015"	"Utah"	"49"	122
	"Stomach"	"21020"	"2015"	"2015"	"Vermont"	"50"	36
	"Stomach"	"21020"	"2015"	"2015"	"Virginia"	"51"	650
	"Stomach"	"21020"	"2015"	"2015"	"Washington"	"53"	419
	"Stomach"	"21020"	"2015"	"2015"	"West Virginia"	"54"	139
	"Stomach"	"21020"	"2015"	"2015"	"Wisconsin"	"55"	427
	"Stomach"	"21020"	"2015"	"2015"	"Wyoming"	"56"	25
	"Stomach"	"21020"	"2016"	"2016"	"Alabama"	"01"	391
	"Stomach"	"21020"	"2016"	"2016"	"Alaska"	"02"	53
	"Stomach"	"21020"	"2016"	"2016"	"Arizona"	"04"	479
	"Stomach"	"21020"	"2016"	"2016"	"Arkansas"	"05"	250
	"Stomach"	"21020"	"2016"	"2016"	"California"	"06"	3086
	"Stomach"	"21020"	"2016"	"2016"	"Colorado"	"08"	320
	"Stomach"	"21020"	"2016"	"2016"	"Connecticut"	"09"	370
	"Stomach"	"21020"	"2016"	"2016"	"Delaware"	"10"	89
	"Stomach"	"21020"	"2016"	"2016"	"District of Columbia"	"11"	58
	"Stomach"	"21020"	"2016"	"2016"	"Florida"	"12"	1686
	"Stomach"	"21020"	"2016"	"2016"	"Georgia"	"13"	679
	"Stomach"	"21020"	"2016"	"2016"	"Hawaii"	"15"	145
	"Stomach"	"21020"	"2016"	"2016"	"Idaho"	"16"	98
	"Stomach"	"21020"	"2016"	"2016"	"Illinois"	"17"	1054
	"Stomach"	"21020"	"2016"	"2016"	"Indiana"	"18"	450
	"Stomach"	"21020"	"2016"	"2016"	"Iowa"	"19"	183
	"Stomach"	"21020"	"2016"	"2016"	"Kansas"	"20"	169
	"Stomach"	"21020"	"2016"	"2016"	"Kentucky"	"21"	343
	"Stomach"	"21020"	"2016"	"2016"	"Louisiana"	"22"	338
	"Stomach"	"21020"	"2016"	"2016"	"Maine"	"23"	109
	"Stomach"	"21020"	"2016"	"2016"	"Maryland"	"24"	486
	"Stomach"	"21020"	"2016"	"2016"	"Massachusetts"	"25"	546
	"Stomach"	"21020"	"2016"	"2016"	"Michigan"	"26"	722
	"Stomach"	"21020"	"2016"	"2016"	"Minnesota"	"27"	362
	"Stomach"	"21020"	"2016"	"2016"	"Mississippi"	"28"	247
	"Stomach"	"21020"	"2016"	"2016"	"Missouri"	"29"	421
	"Stomach"	"21020"	"2016"	"2016"	"Montana"	"30"	75
	"Stomach"	"21020"	"2016"	"2016"	"Nebraska"	"31"	126
	"Stomach"	"21020"	"2016"	"2016"	"Nevada"	"32"	194
	"Stomach"	"21020"	"2016"	"2016"	"New Hampshire"	"33"	98
	"Stomach"	"21020"	"2016"	"2016"	"New Jersey"	"34"	840
	"Stomach"	"21020"	"2016"	"2016"	"New Mexico"	"35"	124
	"Stomach"	"21020"	"2016"	"2016"	"New York"	"36"	2075
	"Stomach"	"21020"	"2016"	"2016"	"North Carolina"	"37"	813
	"Stomach"	"21020"	"2016"	"2016"	"North Dakota"	"38"	46
	"Stomach"	"21020"	"2016"	"2016"	"Ohio"	"39"	887
	"Stomach"	"21020"	"2016"	"2016"	"Oklahoma"	"40"	271
	"Stomach"	"21020"	"2016"	"2016"	"Oregon"	"41"	245
	"Stomach"	"21020"	"2016"	"2016"	"Pennsylvania"	"42"	1049
	"Stomach"	"21020"	"2016"	"2016"	"Rhode Island"	"44"	87
	"Stomach"	"21020"	"2016"	"2016"	"South Carolina"	"45"	391
	"Stomach"	"21020"	"2016"	"2016"	"South Dakota"	"46"	41
	"Stomach"	"21020"	"2016"	"2016"	"Tennessee"	"47"	480
	"Stomach"	"21020"	"2016"	"2016"	"Texas"	"48"	1704
	"Stomach"	"21020"	"2016"	"2016"	"Utah"	"49"	123
	"Stomach"	"21020"	"2016"	"2016"	"Vermont"	"50"	44
	"Stomach"	"21020"	"2016"	"2016"	"Virginia"	"51"	601
	"Stomach"	"21020"	"2016"	"2016"	"Washington"	"53"	493
	"Stomach"	"21020"	"2016"	"2016"	"West Virginia"	"54"	158
	"Stomach"	"21020"	"2016"	"2016"	"Wisconsin"	"55"	412
	"Stomach"	"21020"	"2016"	"2016"	"Wyoming"	"56"	31
	"Stomach"	"21020"	"2017"	"2017"	"Alabama"	"01"	429
	"Stomach"	"21020"	"2017"	"2017"	"Alaska"	"02"	51
	"Stomach"	"21020"	"2017"	"2017"	"Arizona"	"04"	434
	"Stomach"	"21020"	"2017"	"2017"	"Arkansas"	"05"	224
	"Stomach"	"21020"	"2017"	"2017"	"California"	"06"	3115
	"Stomach"	"21020"	"2017"	"2017"	"Colorado"	"08"	312
	"Stomach"	"21020"	"2017"	"2017"	"Connecticut"	"09"	347
	"Stomach"	"21020"	"2017"	"2017"	"Delaware"	"10"	69
	"Stomach"	"21020"	"2017"	"2017"	"District of Columbia"	"11"	48
	"Stomach"	"21020"	"2017"	"2017"	"Florida"	"12"	1639
	"Stomach"	"21020"	"2017"	"2017"	"Georgia"	"13"	681
	"Stomach"	"21020"	"2017"	"2017"	"Hawaii"	"15"	159
	"Stomach"	"21020"	"2017"	"2017"	"Idaho"	"16"	90
	"Stomach"	"21020"	"2017"	"2017"	"Illinois"	"17"	1069
	"Stomach"	"21020"	"2017"	"2017"	"Indiana"	"18"	451
	"Stomach"	"21020"	"2017"	"2017"	"Iowa"	"19"	171
	"Stomach"	"21020"	"2017"	"2017"	"Kansas"	"20"	169
	"Stomach"	"21020"	"2017"	"2017"	"Kentucky"	"21"	341
	"Stomach"	"21020"	"2017"	"2017"	"Louisiana"	"22"	389
	"Stomach"	"21020"	"2017"	"2017"	"Maine"	"23"	107
	"Stomach"	"21020"	"2017"	"2017"	"Maryland"	"24"	467
	"Stomach"	"21020"	"2017"	"2017"	"Massachusetts"	"25"	522
	"Stomach"	"21020"	"2017"	"2017"	"Michigan"	"26"	700
	"Stomach"	"21020"	"2017"	"2017"	"Minnesota"	"27"	359
	"Stomach"	"21020"	"2017"	"2017"	"Mississippi"	"28"	238
	"Stomach"	"21020"	"2017"	"2017"	"Missouri"	"29"	396
	"Stomach"	"21020"	"2017"	"2017"	"Montana"	"30"	76
	"Stomach"	"21020"	"2017"	"2017"	"Nebraska"	"31"	109
	"Stomach"	"21020"	"2017"	"2017"	"Nevada"	"32"	160
	"Stomach"	"21020"	"2017"	"2017"	"New Hampshire"	"33"	96
	"Stomach"	"21020"	"2017"	"2017"	"New Jersey"	"34"	855
	"Stomach"	"21020"	"2017"	"2017"	"New Mexico"	"35"	194
	"Stomach"	"21020"	"2017"	"2017"	"New York"	"36"	2066
	"Stomach"	"21020"	"2017"	"2017"	"North Carolina"	"37"	786
	"Stomach"	"21020"	"2017"	"2017"	"North Dakota"	"38"	47
	"Stomach"	"21020"	"2017"	"2017"	"Ohio"	"39"	874
	"Stomach"	"21020"	"2017"	"2017"	"Oklahoma"	"40"	239
	"Stomach"	"21020"	"2017"	"2017"	"Oregon"	"41"	239
	"Stomach"	"21020"	"2017"	"2017"	"Pennsylvania"	"42"	976
	"Stomach"	"21020"	"2017"	"2017"	"Rhode Island"	"44"	101
	"Stomach"	"21020"	"2017"	"2017"	"South Carolina"	"45"	410
	"Stomach"	"21020"	"2017"	"2017"	"South Dakota"	"46"	52
	"Stomach"	"21020"	"2017"	"2017"	"Tennessee"	"47"	434
	"Stomach"	"21020"	"2017"	"2017"	"Texas"	"48"	1795
	"Stomach"	"21020"	"2017"	"2017"	"Utah"	"49"	122
	"Stomach"	"21020"	"2017"	"2017"	"Vermont"	"50"	64
	"Stomach"	"21020"	"2017"	"2017"	"Virginia"	"51"	561
	"Stomach"	"21020"	"2017"	"2017"	"Washington"	"53"	474
	"Stomach"	"21020"	"2017"	"2017"	"West Virginia"	"54"	133
	"Stomach"	"21020"	"2017"	"2017"	"Wisconsin"	"55"	421
	"Stomach"	"21020"	"2017"	"2017"	"Wyoming"	"56"	25
	"Thyroid"	"32010"	"2000"	"2000"	"Alabama"	"01"	235
	"Thyroid"	"32010"	"2000"	"2000"	"Alaska"	"02"	44
	"Thyroid"	"32010"	"2000"	"2000"	"Arizona"	"04"	341
	"Thyroid"	"32010"	"2000"	"2000"	"Arkansas"	"05"	Missing
	"Thyroid"	"32010"	"2000"	"2000"	"California"	"06"	2241
	"Thyroid"	"32010"	"2000"	"2000"	"Colorado"	"08"	335
	"Thyroid"	"32010"	"2000"	"2000"	"Connecticut"	"09"	327
	"Thyroid"	"32010"	"2000"	"2000"	"Delaware"	"10"	71
	"Thyroid"	"32010"	"2000"	"2000"	"District of Columbia"	"11"	54
	"Thyroid"	"32010"	"2000"	"2000"	"Florida"	"12"	1242
	"Thyroid"	"32010"	"2000"	"2000"	"Georgia"	"13"	477
	"Thyroid"	"32010"	"2000"	"2000"	"Hawaii"	"15"	89
	"Thyroid"	"32010"	"2000"	"2000"	"Idaho"	"16"	88
	"Thyroid"	"32010"	"2000"	"2000"	"Illinois"	"17"	873
	"Thyroid"	"32010"	"2000"	"2000"	"Indiana"	"18"	410
	"Thyroid"	"32010"	"2000"	"2000"	"Iowa"	"19"	229
	"Thyroid"	"32010"	"2000"	"2000"	"Kansas"	"20"	234
	"Thyroid"	"32010"	"2000"	"2000"	"Kentucky"	"21"	286
	"Thyroid"	"32010"	"2000"	"2000"	"Louisiana"	"22"	286
	"Thyroid"	"32010"	"2000"	"2000"	"Maine"	"23"	82
	"Thyroid"	"32010"	"2000"	"2000"	"Maryland"	"24"	502
	"Thyroid"	"32010"	"2000"	"2000"	"Massachusetts"	"25"	582
	"Thyroid"	"32010"	"2000"	"2000"	"Michigan"	"26"	723
	"Thyroid"	"32010"	"2000"	"2000"	"Minnesota"	"27"	334
	"Thyroid"	"32010"	"2000"	"2000"	"Mississippi"	"28"	Missing
	"Thyroid"	"32010"	"2000"	"2000"	"Missouri"	"29"	421
	"Thyroid"	"32010"	"2000"	"2000"	"Montana"	"30"	79
	"Thyroid"	"32010"	"2000"	"2000"	"Nebraska"	"31"	117
	"Thyroid"	"32010"	"2000"	"2000"	"Nevada"	"32"	169
	"Thyroid"	"32010"	"2000"	"2000"	"New Hampshire"	"33"	81
	"Thyroid"	"32010"	"2000"	"2000"	"New Jersey"	"34"	875
	"Thyroid"	"32010"	"2000"	"2000"	"New Mexico"	"35"	153
	"Thyroid"	"32010"	"2000"	"2000"	"New York"	"36"	1741
	"Thyroid"	"32010"	"2000"	"2000"	"North Carolina"	"37"	425
	"Thyroid"	"32010"	"2000"	"2000"	"North Dakota"	"38"	40
	"Thyroid"	"32010"	"2000"	"2000"	"Ohio"	"39"	765
	"Thyroid"	"32010"	"2000"	"2000"	"Oklahoma"	"40"	167
	"Thyroid"	"32010"	"2000"	"2000"	"Oregon"	"41"	232
	"Thyroid"	"32010"	"2000"	"2000"	"Pennsylvania"	"42"	1322
	"Thyroid"	"32010"	"2000"	"2000"	"Rhode Island"	"44"	99
	"Thyroid"	"32010"	"2000"	"2000"	"South Carolina"	"45"	220
	"Thyroid"	"32010"	"2000"	"2000"	"South Dakota"	"46"	Missing
	"Thyroid"	"32010"	"2000"	"2000"	"Tennessee"	"47"	413
	"Thyroid"	"32010"	"2000"	"2000"	"Texas"	"48"	1422
	"Thyroid"	"32010"	"2000"	"2000"	"Utah"	"49"	167
	"Thyroid"	"32010"	"2000"	"2000"	"Vermont"	"50"	36
	"Thyroid"	"32010"	"2000"	"2000"	"Virginia"	"51"	458
	"Thyroid"	"32010"	"2000"	"2000"	"Washington"	"53"	446
	"Thyroid"	"32010"	"2000"	"2000"	"West Virginia"	"54"	148
	"Thyroid"	"32010"	"2000"	"2000"	"Wisconsin"	"55"	386
	"Thyroid"	"32010"	"2000"	"2000"	"Wyoming"	"56"	26
	"Thyroid"	"32010"	"2001"	"2001"	"Alabama"	"01"	242
	"Thyroid"	"32010"	"2001"	"2001"	"Alaska"	"02"	49
	"Thyroid"	"32010"	"2001"	"2001"	"Arizona"	"04"	461
	"Thyroid"	"32010"	"2001"	"2001"	"Arkansas"	"05"	134
	"Thyroid"	"32010"	"2001"	"2001"	"California"	"06"	2391
	"Thyroid"	"32010"	"2001"	"2001"	"Colorado"	"08"	398
	"Thyroid"	"32010"	"2001"	"2001"	"Connecticut"	"09"	350
	"Thyroid"	"32010"	"2001"	"2001"	"Delaware"	"10"	88
	"Thyroid"	"32010"	"2001"	"2001"	"District of Columbia"	"11"	53
	"Thyroid"	"32010"	"2001"	"2001"	"Florida"	"12"	1315
	"Thyroid"	"32010"	"2001"	"2001"	"Georgia"	"13"	516
	"Thyroid"	"32010"	"2001"	"2001"	"Hawaii"	"15"	138
	"Thyroid"	"32010"	"2001"	"2001"	"Idaho"	"16"	120
	"Thyroid"	"32010"	"2001"	"2001"	"Illinois"	"17"	927
	"Thyroid"	"32010"	"2001"	"2001"	"Indiana"	"18"	405
	"Thyroid"	"32010"	"2001"	"2001"	"Iowa"	"19"	236
	"Thyroid"	"32010"	"2001"	"2001"	"Kansas"	"20"	209
	"Thyroid"	"32010"	"2001"	"2001"	"Kentucky"	"21"	295
	"Thyroid"	"32010"	"2001"	"2001"	"Louisiana"	"22"	293
	"Thyroid"	"32010"	"2001"	"2001"	"Maine"	"23"	98
	"Thyroid"	"32010"	"2001"	"2001"	"Maryland"	"24"	536
	"Thyroid"	"32010"	"2001"	"2001"	"Massachusetts"	"25"	582
	"Thyroid"	"32010"	"2001"	"2001"	"Michigan"	"26"	800
	"Thyroid"	"32010"	"2001"	"2001"	"Minnesota"	"27"	365
	"Thyroid"	"32010"	"2001"	"2001"	"Mississippi"	"28"	Missing
	"Thyroid"	"32010"	"2001"	"2001"	"Missouri"	"29"	384
	"Thyroid"	"32010"	"2001"	"2001"	"Montana"	"30"	99
